left_x,left_y,right_x,right_y
-87.5903549194336,165.17010498046875,-104.65099334716795,135.8995819091797
-87.47305297851562,165.9944610595703,-104.48931884765624,137.0812225341797
-87.35508728027344,166.8232421875,-104.3252944946289,138.27957153320312
-87.23640441894531,167.6556396484375,-104.15845489501952,139.49781799316406
-87.11769104003906,168.48728942871094,-103.98960876464844,140.73081970214844
-86.9990463256836,169.31727600097656,-103.8201904296875,141.96766662597656
-86.88047790527344,170.14559936523438,-103.6507339477539,143.20330810546875
-86.76197814941406,170.9722900390625,-103.48127746582033,144.43667602539062
-86.6435546875,171.7973175048828,-103.31182861328124,145.6677703857422
-86.52519989013672,172.62071228027344,-103.14251708984376,146.8965606689453
-86.40691375732422,173.4424591064453,-102.97330474853516,148.12303161621094
-86.28871154785156,174.26255798339844,-102.80414581298828,149.34719848632812
-86.17062377929688,175.08102416992188,-102.63504791259766,150.56906127929688
-86.052734375,175.8979034423828,-102.46599578857422,151.78860473632812
-85.93504333496094,176.7147216796875,-102.29696655273438,153.005859375
-85.81748962402344,177.53504943847656,-102.12798309326172,154.2208251953125
-85.70000457763672,178.362548828125,-101.95903778076172,155.43348693847656
-85.5824966430664,179.1975555419922,-101.79013061523438,156.6438751220703
-85.46571350097656,180.0339813232422,-101.62126922607422,157.8519744873047
-85.3494644165039,180.8689422607422,-101.45252227783205,159.05780029296875
-85.23319244384766,181.70220947265625,-101.2839126586914,160.26136779785156
-85.1169662475586,182.53396606445312,-101.11547088623048,161.4626922607422
-85.00055694580078,183.3665771484375,-100.94707489013672,162.66177368164062
-84.88346862792969,184.20364379882807,-100.77872467041016,163.858642578125
-84.76531219482422,185.0482482910156,-100.61042785644533,165.05331420898438
-84.6465835571289,185.8969573974609,-100.4421615600586,166.24575805664062
-84.52784729003906,186.744873046875,-100.27393341064452,167.43600463867188
-84.40917205810547,187.5910797119141,-100.10575103759766,168.62405395507812
-84.29058074951172,188.4357147216797,-99.93761444091795,169.80990600585938
-84.17174530029297,189.28097534179688,-99.76952362060548,170.99356079101562
-84.05237579345703,190.13047790527344,-99.60147857666016,172.17503356933594
-83.93244934082031,190.9870758056641,-99.43350219726562,173.35430908203125
-83.81281280517578,191.8468475341797,-99.26560974121094,174.5314178466797
-83.69466400146484,192.7057037353516,-99.09780883789062,175.7063446044922
-83.57978057861328,193.5632781982422,-98.93011474609376,176.87911987304688
-83.46800231933594,194.41954040527344,-98.76255798339844,178.0497283935547
-83.35610961914062,195.2741241455078,-98.59514617919922,179.2181854248047
-83.24366760253906,196.12692260742188,-98.4278793334961,180.38449096679688
-83.13111877441406,196.97802734375,-98.2607650756836,181.5486602783203
-83.01856231689453,197.82745361328125,-98.09393310546876,182.7107086181641
-82.90602111816406,198.6751708984375,-97.92765808105467,183.8706817626953
-82.79344177246094,199.5211639404297,-97.76246643066406,185.0286560058593
-82.68086242675781,200.36544799804688,-97.5986099243164,186.1846618652344
-82.5683822631836,201.2080078125,-97.43603515625,187.3387145996093
-82.4561767578125,202.0488739013672,-97.27472686767578,188.49078369140625
-82.34408569335938,202.8880310058593,-97.11431121826172,189.64083862304688
-82.2318115234375,203.7254333496093,-96.95427703857422,190.788803100586
-82.11953735351562,204.5611267089844,-96.79425811767578,191.93463134765625
-82.0075912475586,205.3951416015625,-96.6342315673828,193.0783233642578
-81.89590454101562,206.2274627685547,-96.47421264648438,194.2198486328125
-81.78412628173828,207.05807495117188,-96.314208984375,195.35923767089844
-81.67207336425781,207.886947631836,-96.15463256835938,196.493896484375
-81.55980682373047,208.71408081054688,-95.99697875976562,197.6138916015625
-81.44729614257812,209.5395050048828,-95.84288787841795,198.7079620361328
-81.33439636230469,210.3631896972656,-95.69255828857422,199.7737731933593
-81.22113037109375,211.1851501464844,-95.54299926757812,200.83058166503903
-81.10746002197266,212.00543212890625,-95.39344787597656,201.8853454589844
-80.99223327636719,212.8238525390625,-95.24391174316406,202.9380340576172
-80.874755859375,213.64035034179688,-95.09442138671876,203.9886474609375
-80.75531768798828,214.45494079589844,-94.94497680664062,205.0372314453125
-80.62492370605469,215.3300628662109,-94.79559326171876,206.08377075195312
-80.46340942382812,216.4011993408203,-94.6463394165039,207.1277770996093
-80.31524658203125,217.38487243652344,-94.49871063232422,208.1595458984375
-80.16751098632812,218.36509704589844,-94.35488891601562,209.1645050048828
-80.0200424194336,219.342041015625,-94.2135009765625,210.15045166015625
-79.87276458740234,220.31573486328125,-94.07215118408205,211.13351440429688
-79.72567749023438,221.2861328125,-93.9308853149414,212.1146850585937
-79.57881927490234,222.2532196044922,-93.78971099853516,213.093994140625
-79.43202209472656,223.2169189453125,-93.6485595703125,214.0714569091797
-79.28179168701172,224.17665100097656,-93.5074691772461,215.0470733642578
-79.12653350830078,225.1322021484375,-93.366455078125,216.02088928222656
-78.96784210205078,226.08384704589844,-93.22547149658205,216.99285888671875
-78.80579376220703,227.0316162109375,-93.08570098876952,217.9556884765625
-78.63992309570312,227.97540283203125,-92.95216369628906,218.8772430419922
-78.46808624267578,228.9146881103516,-92.82875061035156,219.7305908203125
-78.26837921142578,229.84434509277344,-92.68051147460938,220.75582885742188
-78.0276107788086,230.7602081298828,-92.5342788696289,221.76431274414065
-77.75677490234375,231.6640014648437,-92.39856719970705,222.69615173339844
-77.45795440673828,232.555404663086,-92.2637710571289,223.61875915527344
-77.15657806396484,233.44290161132807,-92.12924194335938,224.53829956054688
-76.86256408691406,234.32960510253903,-91.99498748779295,225.4547271728516
-76.56549835205078,235.21194458007807,-91.86100769042967,226.3680419921875
-76.25364685058594,236.08560180664065,-91.72728729248048,227.2782592773437
-75.91351318359375,236.9446563720703,-91.59384155273438,228.1853942871093
-75.54389953613281,237.78749084472656,-91.46060180664062,229.0894775390625
-75.1482162475586,238.6146240234375,-91.32763671875,229.9904327392578
-74.72843933105469,239.42596435546875,-91.19486236572266,230.8881683349609
-74.28529357910156,240.22085571289065,-91.06135559082033,231.7824249267578
-73.81981658935547,240.99888610839844,-90.9270248413086,232.67306518554688
-73.33043670654297,241.75782775878903,-90.79210662841795,233.56011962890625
-72.79684448242188,242.4799194335937,-90.65126037597656,234.4426727294922
-72.21552276611328,243.1580047607422,-90.48439025878906,235.3167724609375
-71.59745788574219,243.7977600097656,-90.29705810546876,236.1830596923828
-70.9648208618164,244.41946411132807,-90.09326934814452,237.0420837402344
-70.34922790527344,245.0540466308593,-89.87317657470703,237.8934783935547
-69.7384033203125,245.6887664794922,-89.61649322509766,238.7300567626953
-69.12109375,246.312240600586,-89.32339477539062,239.55059814453125
-68.48399353027344,246.9100341796875,-88.9992904663086,240.3554229736328
-67.83280181884766,247.48727416992188,-88.6459732055664,241.1438751220703
-67.1697006225586,248.0454864501953,-88.2647933959961,241.9152984619141
-66.49563598632812,248.58493041992188,-87.85645294189453,242.66873168945312
-65.80933380126953,249.10281372070312,-87.43090057373047,243.40907287597656
-65.11135864257812,249.598861694336,-87.01648712158203,244.1522827148437
-64.40283966064453,250.0735321044922,-86.6027603149414,244.89230346679688
-63.68279266357422,250.52410888671875,-86.18629455566406,245.6271209716797
-62.952545166015625,250.9512939453125,-85.76258850097656,246.3539276123047
-62.21295547485352,251.3549194335937,-85.32122039794922,247.0660858154297
-61.46489334106445,251.73504638671875,-84.86746978759766,247.76641845703125
-60.70688247680664,252.0852813720703,-84.40277862548828,248.45559692382807
-59.93148040771485,252.381591796875,-83.92761993408203,249.1336364746093
-59.1446418762207,252.63357543945312,-83.44235229492188,249.800521850586
-58.34953689575195,252.8440856933593,-82.94751739501953,250.4563751220703
-57.55265045166016,253.0368804931641,-82.44446563720703,251.1019897460937
-56.75965118408203,253.23336791992188,-81.93587493896484,251.73928833007807
-55.96597290039063,253.41213989257807,-81.42061614990234,252.3671722412109
-55.16905975341797,253.5570526123047,-80.89859008789062,252.98538208007807
-54.37115097045898,253.675537109375,-80.37003326416016,253.5939178466797
-53.57318115234375,253.7686004638672,-79.83511352539062,254.19276428222656
-52.69408416748047,253.8575439453125,-79.1916275024414,254.8909606933593
-51.63882446289063,253.97608947753903,-78.45308685302734,255.652099609375
-50.58885955810547,254.08970642089844,-77.6893539428711,256.3793334960937
-49.54317855834961,254.1834411621093,-76.90503692626953,257.0754089355469
-48.50087356567383,254.23074340820312,-76.09474182128906,257.7314758300781
-47.46372985839844,254.24124145507807,-75.27002716064453,258.3605651855469
-46.43294143676758,254.21792602539065,-74.4332046508789,258.9642333984375
-45.409645080566406,254.1611328125,-73.58328247070312,259.539794921875
-44.40040588378906,254.0360107421875,-72.72129821777344,260.0872497558594
-43.40855407714844,253.8425445556641,-71.84961700439453,260.6090393066406
-42.424564361572266,253.6344451904297,-70.97691345214844,261.1187744140625
-41.44952774047852,253.4102935791016,-70.10084533691406,261.6116638183594
-40.48521423339844,253.1643218994141,-69.21739196777344,262.0791015625
-39.522682189941406,252.93267822265625,-68.32388305664062,262.514404296875
-38.56391525268555,252.7073974609375,-67.42375946044922,262.9231262207031
-37.608646392822266,252.48614501953125,-66.51770782470703,263.3077087402344
-36.65703582763672,252.26377868652344,-65.60574340820312,263.6676330566406
-35.700565338134766,252.04005432128903,-64.69743347167969,264.0235900878906
-34.72869873046875,251.81253051757807,-63.79635620117188,264.3840026855469
-33.737178802490234,251.58018493652344,-62.898231506347656,264.73748779296875
-32.723854064941406,251.34298706054688,-61.99160003662109,265.0508117675781
-31.800865173339844,251.12701416015625,-61.08092498779297,265.3341064453125
-31.002593994140625,250.94032287597656,-60.17135238647461,265.6026611328125
-30.17925262451172,250.7481384277344,-59.26186752319336,265.8517761230469
-29.327178955078125,250.55015563964844,-58.35283279418945,266.08135986328125
-28.443851470947266,250.3453063964844,-57.44400024414063,266.29168701171875
-27.52692604064941,250.13296508789065,-56.53618621826172,266.4826965332031
-26.574556350708008,249.9128875732422,-55.62980651855469,266.6548156738281
-25.58432388305664,249.68426513671875,-54.72519302368164,266.8082580566406
-24.55307388305664,249.44581604003903,-53.82291030883789,266.9423217773437
-23.47689437866211,249.19757080078125,-52.9233512878418,267.0568542480469
-22.35190391540528,248.93975830078125,-52.02694320678711,267.1522827148437
-21.4245834350586,248.7276763916016,-51.13414001464844,267.22906494140625
-20.61718940734864,248.54373168945312,-50.24531936645508,267.28759765625
