Center_X,Center_Y
-29.29280450890271,257.0488807203557
-28.265304101096458,256.8027542070428
-27.23776185000479,256.5568024218931
-26.210189681386897,256.3109756804212
-25.182460894655357,256.0658052563953
-24.154600872693745,255.8211849195146
-23.126733325162405,255.57659619194652
-22.098667156724012,255.33284420712187
-21.07038864619237,255.08998922734204
-20.041791243722592,254.848489607478
-19.01265526479835,254.60929584589846
-17.982981150863917,254.3724288932147
-16.95325767124502,254.1357759135948
-15.923685301101218,253.8984658279927
-14.894169490090938,253.66091045968497
-13.864683061213075,253.42322779310243
-12.835226329937878,253.1854165346552
-11.80580119140643,252.94746855747132
-10.776423426777264,252.7093157418091
-9.747066690400157,252.4710720236919
-8.717724729825802,252.23276447839896
-7.688368239393718,251.99451970544678
-6.659134163506136,251.7557468895402
-5.630410280923451,251.51478866770677
-4.602132924937441,251.27192988842006
-3.5739558408512053,251.02864562621988
-2.5457450083287068,250.78550402065915
-1.5175116678816958,250.54245761502648
-0.48925132192645204,250.29952549932318
0.5390575024098097,250.05679870205782
1.5674374471985761,249.81437338604582
2.595903585369795,249.57231396651522
3.6244061503159313,249.3304093740172
4.652902184964983,249.08847701540313
5.681397725228853,248.8465425541791
6.709911416585158,248.60468528603934
7.7384579813238945,248.36296784660647
8.767036788105043,248.12138763593305
9.795661553566482,247.88000319639937
10.824307637787355,247.63870961841104
11.852979306235827,247.3975251475191
12.881682945719982,247.15647706136693
13.910418248845959,246.91556413923416
14.939145714243564,246.67461775197432
15.9678636314707,246.43363060396615
16.996567239579246,246.19258238907474
18.025226414057357,245.95134461692825
19.053812541858456,245.70979564982062
20.082338003052833,245.46798851062843
21.110801246709695,245.2259167931664
22.139204403238008,244.9835899370084
23.167607998523902,244.74126493813162
24.195992757545593,244.49886002698028
25.22435346154506,244.25635307730843
26.252694297422398,244.01376189842523
27.281036607006,243.77117695835807
28.309336886297633,243.52841394006757
29.33759330864687,243.28546520504213
30.365818516509343,243.04238443382437
31.39396552439232,242.7989731034293
32.42205137996449,242.555303600099
33.45009643818951,242.31146202174867
34.47811191494483,242.0674957580771
35.506110374002525,241.82345779436642
36.534105459533954,241.57940562189123
37.562124467504965,241.33545423828372
38.59016750172826,241.0916041245302
39.61821702750226,240.84778138253552
40.646316687276865,240.60417011544655
41.674443668509994,240.36067422233145
42.70263869965063,240.1174658167229
43.7308931645903,239.87450881237788
44.75921888319071,239.6318535595081
45.78759369343613,239.38940645855158
46.816025987735884,239.14720330311044
47.844511533972096,238.9052263684548
48.87300151836182,238.66326830180438
49.901451798648985,238.4211415214998
50.929876814079954,238.17890744775798
51.958299082211305,237.93666170824065
52.98672770818602,237.6944429621454
54.015167630763386,237.45227218568027
55.04360678465621,237.21009814409004
56.07203513201869,236.96787821535443
57.10046360287148,236.72565881656124
58.12887553177963,236.48336918734574
59.15731523276096,236.24119747778462
60.18576038403879,235.9990489254968
61.21424180463944,235.75705445006378
62.24275394914136,235.51519061896514
63.27123948150543,235.27321362716114
64.29970925351464,235.0311696949939
65.32814353767,234.78897497628535
66.35650166863434,234.54645716693022
67.38479161046398,234.30365042481134
68.41286253222106,234.059918575546
69.4405694707219,233.81465664385132
70.46784261221953,233.56758347751676
71.49493925111427,233.31977747736002
72.52191678010449,233.07147830187319
73.54877495331515,232.8226859769267
74.57553453107519,232.57348701897928
75.60222778582971,232.32401496249014
76.62888507630524,232.07439491911015
77.65553810487273,231.82475735281164
78.68223634786669,231.57530581119127
79.70906835006681,231.32640551588773
80.73604916874946,231.07812001953369
81.76318821713444,230.83048988690032
82.79052115417441,230.58366537646407
83.81801545364674,230.33751352748257
84.84568701465156,230.09210274440954
85.87358289739961,229.84763319628541
86.9016207001028,229.6037611204437
87.92971756748003,229.36013810547203
88.95786763633816,229.11673967520758
89.98607553885218,228.87358569120573
91.01432676173712,228.63061498017586
92.04262321642676,228.38783577812302
93.07097629245385,228.1452964929709
94.09939430642557,227.90303269359745
95.12789547440029,227.6611222109732
96.15650930164128,227.4196913602313
97.18523558385797,227.1787401134189
98.21407627951328,226.9382778507554
99.2430505695377,226.69838773448762
100.27212268947558,226.45891762797174
101.3012958678066,226.21988231952795
102.33077182084952,225.98215652217013
103.36082381679994,225.74694584280337
104.39151801863584,225.51455816442603
105.42259360904087,225.2838668433605
106.45376747009344,225.05361518054318
107.48484152023468,224.82291705841055
108.51582400287522,224.59181011382674
109.54647620148191,224.35923901613054
110.57644003753416,224.1236451469515
111.60558414175473,223.8844847707172
112.63454132234008,223.6445212725137
113.6634620174858,223.4044013833846
114.69229885855309,223.16392252830227
115.72108908023047,222.92324425271164
116.74986701347866,222.6825134409449
117.77863290559011,222.44173120040995
118.80736077581673,222.20078654089667
119.83608615306983,221.9598312376894
120.86481654191228,221.71889733178574
121.8935351625177,221.47791318480023
122.92224963272916,221.23691132030288
123.95095624705937,220.99587592693962
124.97968421955835,220.7549317462751
126.00846109362895,220.51419641681824
127.03723991365561,220.2734695036372
128.06589682508067,220.03222208897108
129.09445500062532,219.790554053293
130.12284833451008,219.54818563357304
131.15109911473775,219.30521321053
132.17918886671907,219.06156044305976
133.20694746796318,218.81651690517896
134.23393673784787,218.56828241368092
135.25927734894273,218.3133702686695
136.28213220375596,218.0486024578991
137.30134957059187,217.77015799469618
138.31871597833924,217.48504066875893
139.33381292323972,217.1919596825821
140.34605019876204,216.88919519429774
141.35433341778915,216.57359197032002
142.35812259753524,216.24388774383644
143.35665295614183,215.89852925923046
144.34973253763297,215.53782347587153
145.33776603217476,215.1635781392889
146.32052477644126,214.7757220115591
147.29726408110025,214.37295518048538
148.26804438502018,213.95594856352182
149.23246273636985,213.52441778298214
150.1917409614649,213.08156267484082
151.14166489805345,212.61898528463698
152.0825569591498,212.1383824194863
153.0144150206403,211.64049268007102
153.9341214116924,211.12081701083855
154.83972735733806,210.57671410648183
155.73347998139892,210.01320580402947
156.61388227305426,209.4290621768408
157.48416803241273,208.8300321085844
158.344577754964,208.21692141060976
159.19643351731398,207.59190638160928
160.04162134000472,206.95789303269626
160.88026455426888,206.31527285015574
161.70496179028646,205.6548110201812
162.5158151928492,204.97752048429447
163.31416684837023,204.28553055838452
164.10230344948607,203.581881624153
164.88361497699844,202.87062762167713
165.66038734721093,202.15443263426528
166.42989753718038,201.43044734223918
167.1900560249472,200.69667963529446
167.93739411237715,199.94989161425548
168.65724871942922,199.17649346022725
169.36553861620376,198.3925283824239
170.05909312058404,197.59550063848454
170.73866299380373,196.78652267195582
171.40092686519756,195.9633695530234
172.0456006963168,195.12636083318634
172.67456852270826,194.2774554116131
173.2891120073888,193.41804248369522
173.88965018074214,192.54877680606003
174.4762152081533,191.67001140029933
175.0485483888556,190.7818968230728
175.6058251960123,189.8842454875569
176.1482686411806,188.9775550996572
176.67775962539412,188.06325066672667
177.19401796573658,187.14142020665568
177.69756969025133,186.2125889226143
178.18954173142322,185.27757165179864
178.67018241232125,184.33668177830322
179.13887765878377,183.38978971203977
179.59405420680145,182.43633631041885
180.03441641321183,181.47594921227275
180.45926579587865,180.50859926912847
180.8686910853354,179.53461668000605
181.26261140300252,178.55425560558845
181.64094323478696,177.5677682544912
182.00358311199273,176.57539920540012
182.3505601369306,175.57743563360103
182.6848259617652,174.57513792398035
183.0150443799064,173.57150120049968
183.339654116217,172.56603634328278
183.65852616963036,171.55873850556551
183.97132637921763,170.54953870089673
184.27865227250783,169.53865685230215
184.58204269389955,168.52658592705927
184.88224191597482,167.51356423359678
185.18089576402562,166.50008447796645
185.4805749544606,165.48690766047082
185.78158245436026,164.47412456632094
186.08369978424938,163.4616719305006
186.38627539414335,162.4493560942449
186.6885327453191,161.43694519571068
186.99128130818332,160.4246810713731
187.29453785345447,159.4125691304109
187.5991580408002,158.40086699547237
187.9054224877958,157.38966131866115
188.21347320269962,156.37899856619748
188.52304500569014,155.36880036961983
188.8332216211928,154.35878759440948
189.14405405114437,153.34897649757914
189.45643847357223,152.33964460266952
189.77107929568245,151.33101425658708
190.08845501103818,150.3232412891952
190.40855847390205,149.31633128126737
190.7306158934027,148.31004410239075
191.0542816290964,147.3042729882646
191.3790024377973,146.2988418929624
191.70436611426328,145.29361861754822
192.02989964629973,144.28845033584594
192.3556671343999,143.2833578631277
192.68165798363378,142.27833780189147
193.0078713775342,141.27338995773655
193.3342543465527,140.26849716971725
193.66076697473002,139.26364650322841
193.98739170682384,138.2588322709708
194.31409777813982,137.25404448107534
194.64058990910274,136.24918716666622
194.96712206548978,135.24434284748062
195.29345821630739,134.23943485456545
195.61985213154202,133.23454562383407
195.94590461171012,132.2295455893381
196.27135852244137,131.22435156483854
196.5962865910295,130.21898741766222
196.9203920561173,129.21335781901735
197.24383945555297,128.20751632345082
197.56706176983934,127.20160246306378
197.8903827876985,126.1957203236154
198.21357819839463,125.18979782461737
198.5365428452662,124.1838012078208
198.8593885041041,123.17776639762525
199.18211733622525,122.17169410850654
199.50470520063826,121.16557660562819
199.82720313743303,120.15943028024579
200.1495894979187,119.15324819361665
200.47205366846777,118.1470910395632
200.79455708569935,117.14094646608402
201.11724884253397,116.13486229971285
201.44037788718575,115.12891849630132
201.76409027183036,114.12316233741039
202.08895996391226,113.11777950889451
202.41547347529544,112.11292926400849
202.7439496070356,111.10871876521473
203.0742556285602,110.10510863568595
203.40542465337128,109.10178297245446
203.73701528514334,108.09859655342242
204.06920494360358,107.09560836946895
204.4022327037875,106.09289820476268
204.73616785493283,105.09048985919776
205.0715311655464,104.08855865459164
205.40855968675348,103.08718626606935
205.7479278905198,102.08660470294743
206.09032240667602,101.08705482158142
206.43760013893726,100.08919138970208
206.7938031913308,99.0944829034474
207.1605544366208,98.10361898879343
207.53776945433953,97.11669217831894
207.92537793983465,96.13380373191183
208.32364773041334,95.15518725645369
208.73493257650225,94.18197551551314
209.15976201854588,93.21459126578418
209.59460991824687,92.25166104557503
210.0391528363832,91.29316769347811
210.49230486865687,90.33871487938383
210.9516967251368,89.38724707566448
211.4152534867625,88.43780176604355
211.88306429216308,87.49044570861093
212.3553430006971,86.54530916355458
212.83328472703502,85.60302561730158
213.3210819038097,84.66581236893298
213.8234498441626,83.73633128507232
214.33991639532528,82.8146105012352
214.86849630139545,81.8997831001098
215.4072361299386,80.99089699891621
215.95384595417684,80.08671674729894
216.50760919206294,79.18689776101675
217.06977107827478,78.29230111168062
217.6391022693407,77.40225230988992
218.21631898283243,76.51730362073516
218.80342491005703,75.6388929397353
219.40118464086103,74.76769316682392
220.00559120351076,73.90107709390885
220.61302710565175,73.0365795100146
221.22203313413692,72.17318707090034
221.83318413821405,71.31131220747623
222.44710267961744,70.45140712048577
223.06431933547546,69.59386680947267
223.68520001748394,68.73897548655019
224.30989232802352,67.88686477930815
224.93906967282945,67.03806049267861
225.57246504520157,66.19240096337042
226.21176670730847,65.35120331411093
226.8595953488162,64.5165569394134
227.5175392781841,63.68986336306898
228.18669972410908,62.872231253952904
228.8683192301412,62.06496519423906
229.56049505720685,61.266713404440964
230.2616797987225,60.476357506015034
230.9727720483525,59.69490540079586
231.6927169844571,58.92160561134333
232.42115594825435,58.156305734762434
233.15843397295393,57.39951448507775
233.90548502976247,56.652369367283505
234.6619186047295,55.91471787026181
235.42549036547413,55.18446085993637
236.19624352336038,54.46178614972106
236.97416334383405,53.74682686717284
237.7569076519557,53.037152021052414
238.54493459685682,52.333349865918606
239.33972473534774,51.637198427575896
240.14281809358673,50.950638273683154
240.95155370970934,50.27073259058918
241.76553704900257,49.59711875728491
242.58414824473797,48.929132528952536
243.40623757818648,48.26542914218791
244.2304878095747,47.60441038292152
245.05733263361003,46.94664239666495
245.88892783641455,46.294893605792694
246.72536381394517,45.64936705405572
247.5652526102734,45.00833772269463
248.4076734994493,44.370638549943095
249.25240082071508,43.73599720087649
250.09926896436454,43.10421620828694
250.9490233951209,42.47632513652643
251.80220380263668,41.85309590658757
252.65918414266312,41.23510186969295
253.51936294379428,40.62156892934135
254.3831178832998,40.01308218604024
255.25202166470137,39.41197769815213
256.12725155762416,38.82012443188163
257.0088798920491,38.237850794299995
257.89917122867473,37.66891799384568
258.7967788993487,37.11158437326188
259.6992457850279,36.562149724769505
260.6066156990351,36.02084805670974
261.5181038139669,35.48651723359097
262.4352998384452,34.962053156795044
263.3596426802624,34.450296369011845
264.29155975129123,33.952464136678884
265.22948078217576,33.46602790452962
266.1721168335479,32.988780468415584
267.11763693527155,32.517271174681404
268.06629249205827,32.05210420162089
269.0187176369457,31.594704255815785
269.97438235310284,31.144113053555
270.93324776354643,30.700373655127265
271.8956669579093,30.264394943596265
272.86103069886246,29.83497649660194
273.8297589501287,29.413204220688712
274.8015764761308,28.998598309996858
275.7762873051516,28.590839187170996
276.754303825344,28.191073469300736
277.73521879815286,27.798478322605476
278.7198025002803,27.41518696044202
279.70853524854977,27.042725273640844
280.7008461045843,26.67990129910884
281.69721511861815,26.32837544299707
282.69698338742603,25.986639651753965
283.7001344439702,25.65496754462108
284.70680938885624,25.33414529002844
285.7164706550065,25.022848160181844
286.7294613491092,24.722565351614378
287.74522422992715,24.43179329740838
288.76313032701484,24.14860283443254
289.7832942082341,23.87365713339301
290.8051029507081,23.60488744201882
291.8284753813574,23.342134238341718
292.85313482167766,23.084443489420227
293.87910510335,22.832023669528517
294.9066788798884,22.586216036042547
295.935603727571,22.346119728233212
296.96557508382887,22.11055436763727
297.9968263123045,21.880659705259088
299.02989938415914,21.65913102346725
300.0658865178573,21.45169136119236
301.1047317374669,21.259027433083272
302.14520423057695,21.07532977356424
303.1868425892013,20.898356689819035
304.229565274549,20.727889983255206
305.2734028279385,20.564393808679466
306.3183054611252,20.407843987971862
307.3641515384976,20.25772511633607
308.4111098516004,20.11557145354745
309.4589202894733,19.979843095494676
310.50764782869066,19.851398289514076
311.55723267668515,19.730151101400157
312.6075976427228,19.615866885352034
313.6588534904965,19.510085558291394
314.7108448694593,19.411897578947844
315.7637178176317,19.32367023240199
316.8172450243236,19.24362485363664
317.8715125866892,19.174076698864912
318.92652307997975,19.116946025690712
319.98221824409967,19.07434412195732
321.0383807423156,19.04539487347132
322.0948077634128,19.02887209992311
323.15136180118776,19.025629446386755
324.20787321893897,19.03538712116259
325.26419930354,19.05762215867418
326.3201738873773,19.092731871790033
327.3758860187252,19.135242286241155
328.4315904427575,19.17794500962037
329.4872623621617,19.221433351611612
330.54283139670275,19.267353457320443
331.598243251319,19.31670830636711
332.65333667746813,19.372450646259225
333.70790073612875,19.4373975340369
334.7618756402177,19.511300621096645
335.8152182385413,19.593714056093848
336.86779957878525,19.685367629665176
337.9192490362849,19.789115854652184
338.96936793859237,19.905595899985514
340.01796821388746,20.0349764941852
341.0646277584184,20.179202888607037
342.1092077112796,20.337794627598836
343.1514101399903,20.511313462210126
344.19109588844975,20.6993336832674
345.2282958969722,20.900665314285884
346.26395410289956,21.10982402220965
347.29969967768676,21.318549582121687
348.3351795330787,21.528588376030914
349.37023348870616,21.740715538660204
350.4046309746756,21.956018529339396
351.4382336885398,22.175104211168396
352.4709019049507,22.398550634681225
353.5024224343959,22.627236895137205
354.53285792349163,22.860764227361503
355.5614064478225,23.10244563243229
356.58767855788193,23.35361799999822
357.61176262509946,23.613575083122146
358.6337373418257,23.88170664208282
359.65384044380073,24.156876802214367
360.67230514527074,24.43805616818812
361.68959653965095,24.723453945256164
362.7054521905372,25.013915034125265
363.7196354580316,25.31016415847935
364.7323267820416,25.61147467039928
365.7431835615348,25.918884254297154
366.7527758885201,26.230423752511847
367.76115834428157,26.5458560967856
368.76815917699497,26.86567218011309
369.7739244128074,27.189353156678774
370.7783069651658,27.51729986139284
371.78160077015144,27.848563305070577
372.784068086018,28.182320696122787
373.7860102146756,28.5176520850266
374.78779872230115,28.85344235565752
375.7897420708062,29.188770341210777
376.7918373221894,29.52364414693466
377.79405535981647,29.85815014658081
378.79662047374114,30.191614298612002
379.79986761116345,30.523020681591344
380.803478436825,30.853324393948593
381.80712012874784,31.183534335504756
382.81081468021455,31.51358363981364
383.81450638610573,31.84364167541805
384.8183108766035,32.173356521859986
385.82223141947696,32.50271784601277
386.82626693367473,32.831728519433725
387.83033589880563,33.16063712862994
388.83468028849865,33.488703696863666
389.8392723594875,33.81601050967338
390.844351275676,34.14181905411073
391.8499303205553,34.46608073727414
392.85602591423805,34.788736073449954
393.8626637712308,35.109695780832425
394.86988147189555,35.4288312570511
395.8776036262121,35.74637064048163
396.88583880599936,36.06227724348048
397.8944884429611,36.37685783329039
398.9035899967079,36.6899855138776
399.91321598745384,37.00141745576186
400.9234498328498,37.3108718853102
401.9342245244925,37.618555675759325
402.94544889348947,37.92475843651675
403.95707662786003,38.22962612036169
404.96910914536613,38.53314711587297
405.98154619334235,38.835316298605555
406.9944430061103,39.135940040654155
408.0077701375114,39.43511078104524
409.0214931744231,39.732937045774534
410.0356670868625,40.02922409040868
411.0503120008296,40.323894097586184
412.0653338888208,40.61726350191304
413.0808183671137,40.909026470030796
414.09677588523454,41.199138720858365
415.1132252901142,41.48752184626908
416.13031344879454,41.773642648800525
417.1481263172387,42.05717433273328
418.16667271791107,42.3380596915003
419.18594717054316,42.61629160463259
420.20595721595816,42.891814184820404
421.22680786151807,43.1642060321756
422.2486001156638,43.433047898922624
423.2738222726854,43.688495109081366
424.3024768164711,43.92957845243982
425.3333458024895,44.161152729051345
426.365372304725,44.387548612096005
427.397876514459,44.61175754827947
428.43077582525234,44.83414020450043
429.4640479821414,45.05478473705437
430.49774102713843,45.273448709708354
431.53183353627077,45.49021452860143
432.56644512105083,45.70448632934623
433.6016193733332,45.916020644939216
434.6374798158016,46.124164115224666
435.67412871944504,46.328343127197215
436.71153977255216,46.52862224533187
437.7494532451797,46.7262859861501
438.78748071603684,46.923350264228475
439.8256152478892,47.11984972653474
440.8639320608299,47.31538331470737
441.90260751227595,47.50899967645533
442.9417481068171,47.70010066624018
443.9814444030389,47.88815257283995
445.0218091499762,48.07246116698628
446.06303037758306,48.251870027992155
447.1053686381843,48.4246887493014
448.14843809519965,48.59303465000443
449.1916869816624,48.76026783293833
450.23516536525585,48.926061557851156
451.27884718578997,49.090570572788
452.3226387361656,49.25438304024079
453.36650093067004,49.41774454303923
454.41051601296823,49.58012380350512
455.45483911290665,49.74050649203716
456.4996600380938,49.897616431298125
457.54498881674414,50.05131452651605
458.5907909926521,50.20175710702638
459.63712983167073,50.34841286605479
460.68402684220365,50.49102480969917
461.73149414639175,50.62937775091887
462.7795078056358,50.763531591187856
463.82800206449576,50.893882791016665
464.87691234194784,51.020847792292166
465.92621050116213,51.14456901571333
466.97594009978957,51.264581040352425
468.0260064125268,51.38161137318463
469.07648329331164,51.4948904950793
470.12735374858204,51.60445112865089
471.17860448601516,51.71029634166688
472.2302022389166,51.81263815023266
